nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0002425	Stephanie Carroll	\N	\N	production_designer,set_decorator,art_department	tt4341582,tt0489010,tt0113677,tt0265343
nm0002426	Anthony Bennett	\N	\N	producer	tt0113650,tt0118780,tt0155944,tt0107432
nm0002427	Rob Merilees	\N	\N	producer,miscellaneous,assistant_director	tt2443340,tt0337721,tt1054606,tt0433400
nm0002428	Nick Davis	\N	\N	visual_effects,assistant_director,writer	tt0241527,tt0468569,tt0367594,tt1631867
nm0002429	Lloyd A. Silverman	\N	\N	producer,writer,actor	tt0120834,tt0143874,tt0207745,tt2002631
nm0002430	Keith Ogier	\N	\N	camera_department,cinematographer,miscellaneous	tt0171363,tt0300556,tt0278435,tt0405336
nm0002431	Nicholas Tabarrok	\N	\N	producer,writer,actor	tt0814131,tt4470266,tt0283644,tt1303828
nm0002432	John Grant	1960	\N	location_management	tt0115683,tt0114194,tt0268995,tt0107254
nm0002433	Scott Smith	\N	\N	director,producer,miscellaneous	tt15201944,tt4254242,tt1755893,tt1558182
nm0002434	Cam Cronin	1972	\N	actor	tt0118480,tt0244627,tt0385961,tt0309593
nm0002435	Volkan Gücer	1964	\N	composer,music_department,director	tt0448352,tt14584450,tt0117268,tt3516438
nm0002436	Shannon Elizabeth	1973	\N	actress,producer,director	tt0261392,tt0252866,tt0245674,tt0163651
nm0002437	Michael Kevin Walker	\N	\N	actor,writer,producer	tt0410626,tt1156394,tt0195582,tt0117894
nm0002438	Burnie Burns	1973	\N	producer,actor,writer	tt0401747,tt5707408,tt3864024,tt3066242
nm0002439	Guy Camara	1964	\N	producer,actor,writer	tt2338283,tt1059897,tt0119361,tt2328797
nm0002440	Kathy Orloff	\N	\N	miscellaneous,editorial_department	tt0117060,tt0356618,tt0081283,tt0119978
nm0002441	Alan L. Nineberg	1942	2002	sound_department	tt0086960,tt0093894,tt0133152,tt0088763
nm0002442	Fredrik Klasson	\N	\N	director,actor,cinematographer	tt0135042,tt0140295,tt0157584,tt0145830
nm0002443	Franz Hohler	1943	\N	writer,actor,director	tt0107338,tt11329008,tt0136795,tt0206702
nm0002444	Frederick Long	1948	2004	actor,writer,casting_department	tt0098944,tt0080354,tt0284225,tt0089835
nm0002445	Bob Shayne	1941	\N	writer,producer,miscellaneous	tt0085110,tt0093850,tt0081930,tt0108219
nm0002446	Ella Kutschera	\N	\N	assistant_director,miscellaneous	tt0290334,tt0216216,tt0338337,tt0111438
nm0002447	Ian D. Tootle	1954	\N	producer,production_manager,miscellaneous	tt1464668,tt0187666,tt2582590,tt0238793
nm0002448	Stephen McPherson	\N	\N	writer,miscellaneous,assistant_director	tt0094890,tt0085078,tt0115317,tt0078579
nm0002449	Martin Veselich	\N	\N	assistant_director,actor,producer	tt0329539,tt0228953,tt0133752,tt0272652
nm0002450	Wade S. Echer	\N	\N	camera_department,art_department,miscellaneous	tt0183392,tt0207212,tt0426740,tt0112519
nm0002451	Amy R. Baird	\N	\N	producer,miscellaneous	tt0208284,tt0332167,tt0160425,tt0208096
nm0002452	John Rutherford	\N	\N	sound_department,editor	tt0168596,tt0098898,tt0105977,tt0114492
nm0002453	Mary Prange	1947	2020	editorial_department,editor	tt0339789,tt0285331,tt0086734,tt0109761
nm0002454	Larry Lerner	1949	2020	assistant_director,producer,production_manager	tt6294706,tt2172103,tt4074374,tt1504319
nm0002455	Neil P. White	\N	\N	producer,executive	tt0166221,tt0213690,tt0214277,tt0130172
nm0002456	Melissa Lintinger	\N	\N	miscellaneous,producer	tt2345481,tt0273300,tt0243759,tt0208196
nm0002457	David Brady	\N	\N	producer,writer,director	tt1153114,tt2609544,tt0207258,tt0085622
nm0002458	Richard G. Owen	\N	\N	art_department,director,writer	tt0209020,tt0167215,tt0247290,tt0369918
nm0002459	T.C. Christensen	\N	\N	cinematographer,director,camera_department	tt1909270,tt0292996,tt0136523,tt0214723
nm0002460	Lucia Mendoza	\N	\N	actress	tt0115907,tt0107897
nm0002461	Mike Cheda	\N	\N	producer,writer,script_department	tt0079894,tt0105063,tt0076920,tt0163579
nm0002462	Matt Tundo	\N	\N	camera_department,cinematographer	tt0079894,tt0076092,tt0083739,tt0070438
nm0002463	Guillermo Fernández Groizard	1960	\N	director,producer,visual_effects	tt0231040,tt2732140,tt0791231,tt14011664
nm0002464	Karen F. McCarthy	\N	\N	producer,writer,production_manager	tt0476988,tt0274023,tt0111418,tt0832525
nm0002465	Tyler Tharpe	1968	\N	director,writer,actor	tt0163592,tt3323838,tt0151305,tt0889218
nm0002466	Ryan B. Smith	\N	\N	director,producer	tt0193254
nm0002467	James Bain	1954	2016	casting_director,casting_department	tt0462477,tt0098765,tt0179051,tt0101068
nm0002468	Knox White	1963	\N	sound_department,actor,miscellaneous	tt0119654,tt0096754,tt1815862,tt1637688
nm0002469	Amy Chance	\N	\N	miscellaneous,production_manager,transportation_department	tt6128300,tt10857160,tt1405406,tt9140554
nm0002470	M. David Mullen	1962	\N	cinematographer,camera_department,art_department	tt0162830,tt1131734,tt3908142,tt5788792
nm0002471	Jeanne Slater	\N	\N	editor,editorial_department,production_manager	tt0422134,tt2649680,tt2529866,tt8338494
nm0002472	Scott Shiffman	\N	\N	producer,miscellaneous,director	tt0103893,tt0313043,tt0175526,tt0119675
nm0002473	Ellen Rutter	1959	\N	production_manager,producer,assistant_director	tt0491601,tt2230358,tt4820370,tt0379725
nm0002474	Charley Scalies	\N	\N	actor	tt0165859,tt0112712,tt0114746,tt0306414
nm0002475	Barry Dignam	1971	\N	director,producer,writer	tt0272034,tt0211427,tt0208920,tt0191492
nm0002476	Jeff Campbell	1962	\N	visual_effects,art_department,executive	tt2304933,tt0211443,tt0822847,tt1098327
nm0002477	Todd Toon	1964	\N	sound_department,actor	tt0187078,tt5116302,tt9243946,tt1663202
nm0002478	Ernst Gossner	\N	\N	director,writer,actor	tt2014295,tt4474270,tt0208969,tt0478273
nm0002479	Steven J. Brandman	\N	\N	producer,production_manager,assistant_director	tt0218127,tt0119501,tt0329390,tt0115458
nm0002480	Carmen Cuba	\N	\N	casting_director,casting_department,producer	tt4574334,tt0242193,tt3659388,tt1915581
nm0002481	Jim Greenhorn	\N	\N	sound_department	tt0117631,tt1590193,tt1334260,tt1478964
nm0002482	Irene Kassow	\N	\N	editorial_department,visual_effects	tt0363988,tt0352248,tt0947798,tt0279493
nm0002483	Daniel Fazel	\N	\N	visual_effects	tt1046173,tt0343818,tt0319262,tt7638348
nm0002484	David Glanzer	\N	\N	casting_director,casting_department,actor	tt0103268,tt0372283,tt1047445,tt1470846
nm0002485	William Preston Robertson	\N	\N	actor,miscellaneous,writer	tt0092991,tt0116282,tt0101410,tt0118715
nm0002486	Stephen Barden	1970	\N	sound_department,music_department,producer	tt0414993,tt1921064,tt1538403,tt0452608
nm0002487	Jackson Rose	1886	1956	cinematographer	tt0021491,tt0020684,tt0039212,tt0018639
nm0002488	Ellen Freyer	\N	\N	producer,production_manager	tt0128648,tt0111698,tt0099327,tt0094500
nm0002489	Karl Anton	1898	1979	director,writer,producer	tt0033878,tt0038835,tt0036541,tt0165519
nm0002490	Bob Marley	1945	1981	soundtrack,music_department,composer	tt0114558,tt0770752,tt0480249,tt0115857
nm0002491	Michael A. Martinez	1980	\N	visual_effects,camera_department,cinematographer	tt7734218,tt0362502,tt0252060,tt6806448
nm0002492	John Bowker	\N	\N	actor,writer,director	tt0375160,tt1199558,tt0220451,tt0208921
nm0002493	Simon Bowles	\N	\N	production_designer,art_director,art_department	tt6921996,tt2404181,tt0435625,tt1477855
nm0002494	Michael Cedar	1956	\N	producer,production_manager,assistant_director	tt4016454,tt1591493,tt0128445,tt0892535
nm0002495	Paul Eppleston	\N	\N	producer,editorial_department,art_department	tt0481512,tt0255189,tt0131327,tt0446809
nm0002496	Christoph Kanter	\N	\N	production_designer,art_department	tt0119167,tt1149362,tt0387898,tt0093428
nm0002497	Jeffrey Kushon	1963	\N	set_decorator,art_department,art_director	tt0187738,tt6806448,tt0116830,tt0419946
nm0002498	Matthew L. Weiss	\N	\N	editor,actor,cinematographer	tt0428649,tt11394186,tt9601220,tt4840804
nm0002499	John Lvoff	1954	\N	assistant_director,director,writer	tt0098245,tt0250427,tt0106618,tt0384389
nm0002500	Tom McArdle	\N	\N	editor,editorial_department,actor	tt1606392,tt5301662,tt0857191,tt1895587
nm0002501	Dan Schlaack	\N	\N	miscellaneous,production_manager	tt0196723,tt0175593,tt0151582,tt0195944
nm0002502	Yvann Thibaudeau	1973	\N	editor,actor,editorial_department	tt1048147,tt8264546,tt1486834,tt1656177
nm0002503	Harry Carey	1878	1947	actor,writer,producer	tt0022495,tt0032247,tt0031679,tt0040724
nm0002504	Herbert Beerbohm Tree	1852	1917	actor,director,writer	tt0006995,tt1986989,tt0000247,tt0001658
nm0002505	Michael Horowitz	\N	\N	producer,writer,director	tt0810788,tt4396630,tt0455275,tt0245503
nm0002506	Jessica Landaw	\N	\N	director,editor,editorial_department	tt1554369,tt0117429,tt0113820,tt0189168
nm0002507	Timothy Bird	\N	\N	assistant_director,producer,location_management	tt9071322,tt1176740,tt1219289,tt10962368
nm0002508	John Hays	\N	\N	sound_department,editor,director	tt1276104,tt1214962,tt0331811,tt0356910
nm0002509	Ramesh Iyer	1974	\N	director,writer,miscellaneous	tt0153098,tt0120118,tt0203325,tt0203957
nm0002510	David Avallone	1965	\N	editor,director,producer	tt3163414,tt2364947,tt2112164,tt4513850
nm0002511	Scott Schneid	\N	\N	writer,producer,director	tt0961721,tt0101188,tt0098089,tt0088117
nm0002512	Deborah Peart	\N	\N	editor,production_manager,editorial_department	tt1082881,tt11895154,tt7298596,tt3914672
nm0002513	Stephen Kearney	\N	\N	sound_department,editorial_department	tt0162222,tt0137363,tt0088247,tt0114508
nm0002514	Michael Marino	\N	\N	make_up_department,actor,miscellaneous	tt0480249,tt0947798,tt8695030,tt1302006
nm0002515	Sabine El Gemayel	\N	\N	editor,editorial_department,director	tt6264018,tt0113394,tt1291643,tt7725384
nm0002516	Jill H. Greenlief	1968	\N	miscellaneous,production_manager	tt0410997,tt0117433,tt0109686,tt1740299
nm0002517	Lee Purcell	1947	\N	actress,producer,sound_department	tt0077235,tt5321174,tt3500724,tt0086525
nm0002518	Ryan Koch	1981	\N	actor,writer,producer	tt0058796,tt0209779,tt10551078,tt6047118
nm0002519	Kate Eales	1975	\N	editorial_department,sound_department,editor	tt0227445,tt0368008,tt0138304,tt0286106
nm0002520	Jeff Mazzola	\N	\N	art_department,producer,actor	tt0094737,tt2937898,tt1656190,tt0118954
nm0002521	Markus Ziegler	1963	\N	camera_department,cinematographer	tt0257256,tt0764670,tt0806910,tt0379713
nm0002522	Jonathan Buss	1972	\N	producer,director,camera_department	tt13653972,tt3268200,tt0480244,tt3895884
nm0002523	Nathalie Gonthier	\N	\N	visual_effects,special_effects,animation_department	tt0145487,tt0480249,tt1631867,tt1877832
nm0002524	Kurt Kaya	\N	\N	producer,art_department,camera_department	tt0109234,tt0102676,tt0141529,tt0116126
nm0002525	Kevin Marcy	\N	\N	miscellaneous,producer,actor	tt0306047,tt0092925,tt0095705,tt0106598
nm0002526	Robert Zappia	\N	\N	miscellaneous,writer,producer	tt1116184,tt0386907,tt9271672,tt0120694
nm0002527	Dane Peterson	\N	\N	camera_department,cinematographer	tt1078927,tt5034266,tt0119891,tt0114660
nm0002528	Thomas A. Ohanian	1960	\N	editor,editorial_department,production_manager	tt0135815,tt0210127,tt0117421,tt0118869
nm0002529	Brian A. Kates	1972	\N	editor,editorial_department,miscellaneous	tt0361127,tt1311071,tt1764234,tt1216491
nm0002530	Kelly Wagner	1972	\N	casting_director,producer,actress	tt0343818,tt0411951,tt1646980,tt1187064
nm0002531	Pascal Maeder	1965	\N	producer,director,writer	tt0210183,tt0200483,tt0481398,tt0344337
nm0002532	Nick O'Hagan	\N	\N	producer,miscellaneous,production_manager	tt1441951,tt5563334,tt0410764,tt0462335
nm0002533	Judy Dennis	\N	\N	casting_department,casting_director,director	tt0090350,tt0084707,tt0118421,tt0210220
nm0002534	Alex Erkiletian	1974	\N	producer,director,writer	tt0367854,tt0178047,tt0163894,tt0210223
nm0002535	Jasper Randall	1974	\N	music_department,composer,soundtrack	tt9777666,tt4073790,tt1877832,tt0437086
nm0002536	Emmy Rossum	1986	\N	actress,soundtrack,composer	tt0293508,tt1586680,tt0327056,tt0319262
nm0002537	Miles Davis	1926	1991	soundtrack,music_department,actor	tt0105435,tt0107206,tt0443706,tt0181536
nm0002538	David Mercy	\N	\N	director,actor,writer	tt0110970
nm0002539	Roderic Kavanagh	\N	\N	miscellaneous,script_department	tt0166044,tt0262985,tt0775374,tt0105982
nm0002540	John Jabaley	1969	\N	actor,location_management,production_manager	tt3315342,tt0360009,tt0758758,tt1235522
nm0002541	Terry Morse Jr.	1931	\N	assistant_director,producer,production_manager	tt0108308,tt0061811,tt0114746,tt0103060
nm0002542	Terry O. Morse	1906	1984	editor,director,editorial_department	tt0044167,tt0162292,tt0197521,tt0037711
nm0002543	Gershon Ginsburg	\N	\N	production_designer,art_director,art_department	tt0108160,tt0134273,tt0257076,tt0096754
nm0002544	Michael Armstrong	1953	\N	director,writer,script_department	tt0213255,tt0212740,tt0213263,tt0206580
nm0002545	Preston Sturges	1898	1959	writer,director,producer	tt0037077,tt0036891,tt0032554,tt0040919
nm0002546	Mena Suvari	1979	\N	actress,soundtrack,producer	tt0163651,tt0169547,tt0385700,tt0217630
nm0002547	Mark Bedrosian	\N	\N	camera_department,cinematographer,director	tt3738134,tt6958814,tt1545520,tt1513199
nm0002548	Ruby Yang	\N	\N	editor,producer,director	tt1744887,tt5514242,tt0859595,tt3804012
nm0002549	Marcelo Itzkoff	\N	\N	producer	tt0210809,tt0108291,tt0211311,tt0204741
nm0002550	Laura Julian	\N	\N	producer,production_manager,miscellaneous	tt0127536,tt1734493,tt0089370,tt0837106
nm0002551	Bill Davis	1951	\N	art_department,miscellaneous,special_effects	tt0333766,tt0387564,tt0362120,tt0109402
nm0002552	Trip Brock	\N	\N	sound_department,music_department,executive	tt2205697,tt0426459,tt0206314,tt0120784
nm0002553	Alexis Magagni-Seely	\N	\N	producer,miscellaneous,production_manager	tt0338543,tt0160434,tt0109765,tt0179116
nm0002554	Claudette Nevins	1937	2020	actress,soundtrack	tt0112022,tt0102945,tt0120844,tt0090213
nm0002555	Konstantin Seitz	\N	\N	producer,miscellaneous,actor	tt2381249,tt0806910,tt2085752,tt5916734
nm0002556	Billy Maddox	1961	\N	actor	tt0112173,tt0272036,tt0303017,tt0119996
nm0002557	Vanja Cernjul	1968	\N	cinematographer,camera_department,assistant_director	tt3104988,tt0477139,tt0276437,tt1255913
nm0002558	Ken Brooker	1973	\N	location_management,production_manager,miscellaneous	tt0289879,tt0403508,tt1622979,tt0352113
nm0002559	Peter De Kock	1967	\N	camera_department,cinematographer,director	tt0101125,tt0177908,tt0102254,tt0210725
nm0002560	Adam Nordén	1971	\N	composer,music_department,soundtrack	tt0907683,tt5603140,tt2429292,tt0448267
nm0002561	Richard Candib	\N	\N	editor,editorial_department,sound_department	tt0078788,tt0085794,tt0091209,tt0103893
nm0002562	Maciek Wszelaki	\N	\N	director,cinematographer,editorial_department	tt0289470,tt0151384,tt0210878,tt0353985
nm0002563	Robert L. Sephton	\N	\N	sound_department	tt0210945,tt0213149,tt0371606,tt2140379
nm0002564	Marc Stekelenburg	\N	\N	producer,production_manager	tt4861072,tt0193151,tt0210884,tt0127023
nm0002565	Laine Megaw	\N	\N	actress	tt0122738,tt0127516,tt0388154,tt0986233
nm0002566	Caleb Womble	\N	\N	producer,miscellaneous,production_manager	tt1285309,tt1520211,tt1748227,tt0120238
nm0002567	Patricia Kruijer	\N	\N	producer,art_department	tt0138541,tt0208911,tt0151396,tt0331525
nm0002568	Robert De Grasse	1900	1971	cinematographer,camera_department,miscellaneous	tt0045410,tt0019914,tt0030944,tt0028481
nm0002569	Carl Koch	1892	1963	writer,miscellaneous,cinematographer	tt0031885,tt0033177,tt0127284,tt0028950
nm0002570	Melissa Reneé Martin	1979	\N	actress	tt0098790,tt0100419,tt0265787,tt0412253
nm0002571	Melissa Martin	1955	2008	actress,casting_director	tt0106644,tt0104070,tt0112867,tt0094963
nm0002572	Christopher Alender	1977	\N	director,producer,miscellaneous	tt4267492,tt12829958,tt10857210,tt2072092
nm0002573	Bill Corcoran	\N	\N	director,assistant_director,producer	tt0115763,tt0092484,tt0078872,tt0112787
nm0002574	Gerard DiNardi	\N	\N	assistant_director,producer,production_manager	tt2184339,tt1922777,tt5052448,tt0130623
nm0002575	Sergio Ercolessi	1960	\N	assistant_director,actor,producer	tt7599942,tt0335345,tt1697064,tt5056196
nm0002576	Walter Fasano	1970	\N	editor,director,assistant_director	tt2056771,tt5726616,tt10686204,tt1034415
nm0002577	Dave Halls	\N	\N	assistant_director,actor,director	tt0234215,tt0395972,tt5657856,tt0116282
nm0002578	Thomas J. Mack	\N	2021	assistant_director,producer,camera_department	tt0149261,tt0120749,tt0091129,tt0106977
nm0002579	MaryAnne McAlpin-Giraldo	\N	\N	costume_department,costume_designer	tt0119951,tt0199744,tt0119780,tt0116313
nm0002580	Eric A. Pot	1969	\N	assistant_director,director,miscellaneous	tt0322330,tt0417148,tt1378167,tt1075747
nm0002581	Nanci Roberts	1950	\N	production_designer,art_director,actress	tt2446042,tt2962876,tt1397280,tt0936501
nm0002582	Christopher Rouse	1958	\N	editor,editorial_department,producer	tt0317740,tt1535109,tt0475276,tt0440963
nm0002583	Michael Sauerteig	\N	\N	production_manager,assistant_director,producer	tt8270494,tt0318627,tt0780514,tt0109153
nm0002584	Amanda Slater	\N	\N	producer,production_manager,assistant_director	tt0139134,tt0211933,tt7491982,tt0247425
nm0002585	Stephen White	\N	\N	writer,soundtrack,composer	tt0120598,tt0202675,tt0144701,tt3671840
nm0002586	Chitra F. Mojtabai	1961	\N	assistant_director,miscellaneous,actress	tt0120461,tt0102685,tt0106697,tt0120746
nm0002587	Jeffery J. Tufano	1955	\N	camera_department,miscellaneous,cinematographer	tt0120458,tt1483013,tt1133985,tt1340138
nm0002588	Glenn Saxson	1942	\N	actor,producer	tt0188483,tt0060608,tt0061952,tt0061582
nm0002589	George Larkin	\N	\N	producer,director,writer	tt4043308,tt1693894,tt1687914,tt1385645
nm0002590	Harry Grey	1905	1963	producer,music_department,soundtrack	tt0039258,tt0027502,tt0040756,tt0031437
nm0002591	Carl Drews	1894	1983	cinematographer,camera_department,actor	tt0441298,tt0438051,tt0252810,tt0025386
nm0002592	David Fickas	\N	\N	producer,director,editor	tt9046022,tt0925435,tt0810788
nm0002593	Rick Johnson	1961	\N	actor,director,stunts	tt0146838,tt0404203,tt0116695,tt0213205
nm0002594	Dylan Taylor	\N	\N	actor	tt0103963,tt3732206,tt0119871,tt0109783
nm0002595	Renato Lori	1955	\N	production_designer,art_department,set_decorator	tt0099674,tt0093677,tt0385216,tt0087909
nm0002596	Tony Rycyk	\N	\N	art_department,actor	tt0280788,tt0192126,tt0172495,tt0191996
nm0002597	Sreedevi Mina	1977	\N	actress,director,camera_department	tt0181796,tt7170950,tt10404176
nm0002598	Robert Benedetti	1939	\N	actor,producer,writer	tt0095687,tt0095088,tt0179940,tt0119679
nm0002599	Ricki Maslar	\N	\N	casting_director,casting_department,producer	tt3396114,tt0117998,tt0285728,tt5841344
nm0002600	Christopher Crane	1968	\N	actor,executive	tt0840406,tt0211296,tt0162766
nm0002601	Gary S. Lipsky	\N	\N	producer,director,writer	tt0138474,tt0211323,tt0351234
nm0002602	Armin Hofmann	\N	\N	producer,writer,director	tt1291131,tt0119286,tt0454898,tt2972766
nm0002603	Ian B. Wile	1971	\N	editorial_department,production_manager,editor	tt1037090,tt0261983,tt1034072,tt0175414
nm0002604	Robert Blanche	1962	2020	actor,writer,producer	tt0469641,tt5891062,tt0203019,tt0259153
nm0002605	Michael A. Levine	1964	\N	composer,music_department,soundtrack	tt5615700,tt3569570,tt2362866,tt0368479
nm0002606	David Price	1961	\N	director,actor,producer	tt0083929,tt0112895,tt0106557,tt0107387
